local_prefix,local_code,vocabulary,mapped_to_code,mapped_to_description
AEMPS,688275,Strength,10000 UNT/ML,
AEMPS,688275,RxNorm,105694,epoetin alfa
AEMPS,688275,Route,Injectable Product,
AEMPS,688283,Strength,10000 UNT/ML,
AEMPS,688283,RxNorm,105694,epoetin alfa
AEMPS,688283,Route,Injectable Product,
AEMPS,688291,RxNorm,105694,epoetin alfa
AEMPS,688291,Strength,4000 UNT/ML,
AEMPS,688291,Route,Injectable Product,
AEMPS,688309,RxNorm,105694,epoetin alfa
AEMPS,688309,Strength,2000 UNT/ML,
AEMPS,688309,Route,Injectable Product,
AEMPS,688545,RxNorm,10627,tobramycin
AEMPS,688545,Strength,60 MG/ML,
AEMPS,688545,Route,Inhalant Product,
AEMPS,688671,RxNorm,5492,hydrocortisone
AEMPS,688671,RxNorm,6932,miconazole
AEMPS,688671,Route,Topical Product,
AEMPS,688721,Strength,1 ML/ML,
AEMPS,688721,RxNorm,27340,desflurane
AEMPS,688721,Route,Inhalant Product,
AEMPS,688722,Strength,3000 MG,
AEMPS,688722,RxNorm,4550,fosfomycin
AEMPS,688722,Route,Oral Product,
AEMPS,688731,RxNorm,214354,candesartan
AEMPS,688731,Strength,32 MG,
AEMPS,688731,Route,Oral Product,
AEMPS,688738,RxNorm,260101,oseltamivir
AEMPS,688738,Strength,6 MG/ML,
AEMPS,688738,Route,Oral Product,
AEMPS,688763,Strength,10 MG/ML,
AEMPS,688763,RxNorm,35780,ropivacaine
AEMPS,688763,Route,Injectable Product,
AEMPS,688764,Strength,2 MG/ML,
AEMPS,688764,RxNorm,35780,ropivacaine
AEMPS,688764,Route,Injectable Product,
AEMPS,688769,RxNorm,35780,ropivacaine
AEMPS,688769,Strength,7.5 MG/ML,
AEMPS,688769,Route,Injectable Product,
AEMPS,688803,Strength,2 MG/ML,
AEMPS,688803,RxNorm,35780,ropivacaine
AEMPS,688803,Route,Injectable Product,
AEMPS,688805,Strength,2 MG/ML,
AEMPS,688805,RxNorm,35780,ropivacaine
AEMPS,688805,Route,Injectable Product,
AEMPS,688832,RxNorm,1147220,vemurafenib
AEMPS,688832,Strength,240 MG,
AEMPS,688832,Route,Oral Product,
AEMPS,688853,Strength,1000 MG,
AEMPS,688853,RxNorm,20481,cefepime
AEMPS,688853,Route,Injectable Product,
AEMPS,688960,RxNorm,6922,metronidazole
AEMPS,688960,Strength,7.5 MG,
AEMPS,688960,Route,Topical Product,
AEMPS,688968,Strength,50 MG,
AEMPS,688968,RxNorm,593411,sitagliptin
AEMPS,688968,Route,Oral Product,
AEMPS,688969,Strength,25 MG,
AEMPS,688969,RxNorm,593411,sitagliptin
AEMPS,688969,Route,Oral Product,
AEMPS,688978,Strength,0.02 MG,
AEMPS,688978,RxNorm,598,alprostadil
AEMPS,688978,Route,Injectable Product,
AEMPS,689097,Strength,10 MG/ML,
AEMPS,689097,RxNorm,136411,sildenafil
AEMPS,689097,Route,Oral Product,
AEMPS,689109,Strength,0.25 MG,
AEMPS,689109,RxNorm,41126,fluticasone
AEMPS,689109,Route,Inhalant Product,
AEMPS,689406,RxNorm,4492,fluorouracil
AEMPS,689406,Route,Injectable Product,
AEMPS,689431,RxNorm,319864,cisatracurium
AEMPS,689431,Strength,5 MG/ML,
AEMPS,689431,Route,Injectable Product,
AEMPS,689452,Strength,10 MG,
AEMPS,689452,RxNorm,88249,montelukast
AEMPS,689452,Route,Oral Product,
AEMPS,689660,Strength,20 MG,
AEMPS,689660,RxNorm,42372,mupirocin
AEMPS,689660,Route,Topical Product,
AEMPS,689679,Strength,0.05 MG,
AEMPS,689679,RxNorm,41126,fluticasone
AEMPS,689679,Route,Nasal Product,
AEMPS,689786,Strength,0.05 MG,
AEMPS,689786,RxNorm,41126,fluticasone
AEMPS,689786,Route,Inhalant Product,
AEMPS,689840,RxNorm,32968,clopidogrel
AEMPS,689840,Strength,75 MG,
AEMPS,689840,Route,Oral Product,
AEMPS,689877,RxNorm,6809,metformin
AEMPS,689877,Strength,850 MG,
AEMPS,689877,Route,Oral Product,
AEMPS,689941,Strength,25 MG,
AEMPS,689941,RxNorm,787390,tapentadol
AEMPS,689941,Route,Oral Product,
AEMPS,690016,RxNorm,25033,cefixime
AEMPS,690016,Strength,400 MG,
AEMPS,690016,Route,Oral Product,
AEMPS,690099,Strength,10 MG,
AEMPS,690099,RxNorm,61773,flutrimazole
AEMPS,690099,Route,Topical Product,
AEMPS,690375,RxNorm,29501,meningococcal group A polysaccharide
AEMPS,690375,RxNorm,29503,meningococcal group C polysaccharide
AEMPS,690375,RxNorm,314724,meningococcal polysaccharide vaccine group W-135
AEMPS,690375,RxNorm,314725,meningococcal polysaccharide vaccine group Y
AEMPS,690375,Route,Injectable Product,
AEMPS,690503,RxNorm,10528,thrombin
AEMPS,690503,RxNorm,1056,aprotinin
AEMPS,690503,RxNorm,1901,calcium chloride
AEMPS,690503,RxNorm,34822,protein S
AEMPS,690503,RxNorm,4271,factor XIII
AEMPS,690503,RxNorm,4385,fibrinogen
AEMPS,690503,Route,Topical Product,
AEMPS,690511,RxNorm,10528,thrombin
AEMPS,690511,RxNorm,1056,aprotinin
AEMPS,690511,RxNorm,1901,calcium chloride
AEMPS,690511,RxNorm,34822,protein S
AEMPS,690511,RxNorm,4271,factor XIII
AEMPS,690511,RxNorm,4385,fibrinogen
AEMPS,690511,Route,Topical Product,
AEMPS,690578,Strength,24 MG,
AEMPS,690578,RxNorm,61148,somatropin
AEMPS,690578,Route,Injectable Product,
AEMPS,690586,Strength,12 MG,
AEMPS,690586,RxNorm,61148,somatropin
AEMPS,690586,Route,Injectable Product,
AEMPS,690792,Strength,400 MG,
AEMPS,690792,RxNorm,430,albendazole
AEMPS,690792,Route,Oral Product,
AEMPS,691059,RxNorm,319864,cisatracurium
AEMPS,691059,Strength,5 MG/ML,
AEMPS,691059,Route,Injectable Product,
AEMPS,691062,Strength,25 MG,
AEMPS,691062,RxNorm,298869,eplerenone
AEMPS,691062,Route,Oral Product,
AEMPS,691112,Strength,2 MG/ML,
AEMPS,691112,RxNorm,319864,cisatracurium
AEMPS,691112,Route,Injectable Product,
AEMPS,691114,Strength,2 MG/ML,
AEMPS,691114,RxNorm,319864,cisatracurium
AEMPS,691114,Route,Injectable Product,
AEMPS,691196,RxNorm,4815,glyburide
AEMPS,691196,Strength,5 MG,
AEMPS,691196,Route,Oral Product,
AEMPS,691204,Strength,10 MG/ML,
AEMPS,691204,RxNorm,4603,furosemide
AEMPS,691204,Route,Injectable Product,
AEMPS,691220,Strength,40 MG,
AEMPS,691220,RxNorm,4603,furosemide
AEMPS,691220,Route,Oral Product,
AEMPS,691246,RxNorm,6902,methylprednisolone
AEMPS,691246,Strength,8 MG,
AEMPS,691246,Route,Injectable Product,
AEMPS,691253,Strength,40 MG,
AEMPS,691253,RxNorm,6902,methylprednisolone
AEMPS,691253,Route,Injectable Product,
AEMPS,691340,Strength,1000 MG,
AEMPS,691340,RxNorm,234416,lanthanum carbonate
AEMPS,691340,Route,Oral Product,
AEMPS,691373,Strength,2 MG/ML,
AEMPS,691373,RxNorm,319864,cisatracurium
AEMPS,691373,Route,Injectable Product,
AEMPS,691491,Strength,25 MG/ML,
AEMPS,691491,RxNorm,6851,methotrexate
AEMPS,691491,Route,Injectable Product,
AEMPS,691492,Strength,25 MG/ML,
AEMPS,691492,RxNorm,6851,methotrexate
AEMPS,691492,Route,Injectable Product,
AEMPS,691495,Strength,25 MG/ML,
AEMPS,691495,RxNorm,6851,methotrexate
AEMPS,691495,Route,Injectable Product,
AEMPS,691527,RxNorm,296,adenosine
AEMPS,691527,Strength,3 MG/ML,
AEMPS,691527,Route,Injectable Product,
AEMPS,691713,Strength,20 MG/ML,
AEMPS,691713,RxNorm,72962,docetaxel
AEMPS,691713,Route,Injectable Product,
AEMPS,691718,Strength,20 MG/ML,
AEMPS,691718,RxNorm,72962,docetaxel
AEMPS,691718,Route,Injectable Product,
AEMPS,691719,Strength,20 MG/ML,
AEMPS,691719,RxNorm,72962,docetaxel
AEMPS,691719,Route,Injectable Product,
AEMPS,691733,RxNorm,7442,nitric oxide
AEMPS,691733,Route,Inhalant Product,
AEMPS,691745,Strength,100 MG,
AEMPS,691745,RxNorm,10689,tramadol
AEMPS,691745,Route,Oral Product,
AEMPS,691840,Strength,400 MG,
AEMPS,691840,RxNorm,40254,valproate
AEMPS,691840,Route,Injectable Product,
AEMPS,691948,Strength,100 MG/ML,
AEMPS,691948,RxNorm,12574,gemcitabine
AEMPS,691948,Route,Injectable Product,
AEMPS,691949,Strength,100 MG/ML,
AEMPS,691949,RxNorm,12574,gemcitabine
AEMPS,691949,Route,Injectable Product,
AEMPS,691950,Strength,100 MG/ML,
AEMPS,691950,RxNorm,12574,gemcitabine
AEMPS,691950,Route,Injectable Product,
AEMPS,691980,Strength,100 MG/ML,
AEMPS,691980,RxNorm,12574,gemcitabine
AEMPS,691980,Route,Injectable Product,
AEMPS,692129,Strength,1 MG,
AEMPS,692129,RxNorm,35636,risperidone
AEMPS,692129,Route,Oral Product,
AEMPS,692145,Strength,3 MG,
AEMPS,692145,RxNorm,35636,risperidone
AEMPS,692145,Route,Oral Product,
AEMPS,692152,Strength,3 MG,
AEMPS,692152,RxNorm,35636,risperidone
AEMPS,692152,Route,Oral Product,
AEMPS,692210,Strength,0.5 MEQ/ML,
AEMPS,692210,RxNorm,41144,gadodiamide
AEMPS,692210,Route,Injectable Product,
AEMPS,692228,Strength,0.5 MEQ/ML,
AEMPS,692228,RxNorm,41144,gadodiamide
AEMPS,692228,Route,Injectable Product,
AEMPS,692236,Strength,0.5 MEQ/ML,
AEMPS,692236,RxNorm,41144,gadodiamide
AEMPS,692236,Route,Injectable Product,
AEMPS,692281,RxNorm,2418,cholecalciferol
AEMPS,692281,Strength,800 UNT,
AEMPS,692281,Route,Oral Product,
AEMPS,692285,Strength,1000 UNT/ML,
AEMPS,692285,RxNorm,337623,dornase alfa
AEMPS,692285,Route,Inhalant Product,
AEMPS,692303,Strength,1 MG,
AEMPS,692303,RxNorm,73032,remifentanil
AEMPS,692303,Route,Injectable Product,
AEMPS,692320,RxNorm,40001,zopiclone
AEMPS,692320,Strength,7.5 MG,
AEMPS,692320,Route,Oral Product,
AEMPS,692382,Strength,0.5 MG,
AEMPS,692382,RxNorm,10368,terbutaline
AEMPS,692382,Route,Inhalant Product,
AEMPS,692681,Strength,150 MG,
AEMPS,692681,RxNorm,9143,ranitidine
AEMPS,692681,Route,Oral Product,
AEMPS,692712,Strength,0.5 MG/ML,
AEMPS,692712,RxNorm,275635,desloratadine
AEMPS,692712,Route,Oral Product,
AEMPS,692715,Strength,100 MG/ML,
AEMPS,692715,RxNorm,114477,levetiracetam
AEMPS,692715,Route,Oral Product,
AEMPS,692725,Strength,200 MG/ML,
AEMPS,692725,RxNorm,9949,soybean oil
AEMPS,692725,Route,Injectable Product,
AEMPS,692833,Strength,10 MG/ML,
AEMPS,692833,RxNorm,8782,propofol
AEMPS,692833,Route,Injectable Product,
AEMPS,692905,Strength,1 MG/ML,
AEMPS,692905,RxNorm,20610,cetirizine
AEMPS,692905,Route,Oral Product,
AEMPS,693094,RxNorm,1303098,aclidinium
AEMPS,693094,Route,Inhalant Product,
AEMPS,693174,RxNorm,2551,ciprofloxacin
AEMPS,693174,Strength,3 MG/ML,
AEMPS,693174,Route,Ophthalmic Product,
AEMPS,693266,Strength,0.04 MG/ML,
AEMPS,693266,RxNorm,77655,zoledronic acid
AEMPS,693266,Route,Injectable Product,
AEMPS,693467,Strength,1 MG/ML,
AEMPS,693467,RxNorm,57308,topotecan
AEMPS,693467,Route,Injectable Product,
AEMPS,693493,RxNorm,48203,clavulanate
AEMPS,693493,RxDrug,617296,amoxicillin 500 MG / clavulanate 125 MG Oral Tablet
AEMPS,693493,RxNorm,723,amoxicillin
AEMPS,693493,Route,Oral Product,
AEMPS,693572,RxNorm,19484,bisoprolol
AEMPS,693572,RxNorm,5487,hydrochlorothiazide
AEMPS,693572,Route,Oral Product,
AEMPS,693608,Strength,0.8 MG/ML,
AEMPS,693608,RxNorm,77655,zoledronic acid
AEMPS,693608,Route,Injectable Product,
AEMPS,693698,Strength,0.05 MG/ML,
AEMPS,693698,RxNorm,43611,latanoprost
AEMPS,693698,Route,Ophthalmic Product,
AEMPS,693703,RxNorm,18603,azelastine
AEMPS,693703,RxNorm,41126,fluticasone
AEMPS,693703,Route,Nasal Product,
AEMPS,693705,Strength,0.1 MG/ML,
AEMPS,693705,RxNorm,1889,calcifediol
AEMPS,693705,Route,Oral Product,
AEMPS,693739,RxNorm,2104180,cloperastine
AEMPS,693739,Route,Oral Product,
AEMPS,693766,Strength,100 MG,
AEMPS,693766,RxNorm,3640,doxycycline
AEMPS,693766,Route,Oral Product,
AEMPS,693770,RxNorm,18631,azithromycin
AEMPS,693770,Strength,40 MG/ML,
AEMPS,693770,Route,Oral Product,
AEMPS,693796,Strength,1250 MG,
AEMPS,693796,RxNorm,1897,calcium carbonate
AEMPS,693796,Route,Oral Product,
AEMPS,693803,Strength,200 MG,
AEMPS,693803,RxNorm,25033,cefixime
AEMPS,693803,Route,Oral Product,
AEMPS,693911,RxNorm,10239,sulpiride
AEMPS,693911,Strength,200 MG,
AEMPS,693911,Route,Oral Product,
AEMPS,693932,Strength,125 MG/ML,
AEMPS,693932,RxNorm,614391,abatacept
AEMPS,693932,Route,Injectable Product,
AEMPS,693933,RxNorm,32968,clopidogrel
AEMPS,693933,Strength,75 MG,
AEMPS,693933,Route,Oral Product,
AEMPS,694011,RxNorm,1040004,ceftaroline fosamil
AEMPS,694011,Strength,600 MG,
AEMPS,694011,Route,Injectable Product,
AEMPS,694016,RxNorm,4053,erythromycin
AEMPS,694016,Strength,500 MG,
AEMPS,694016,Route,Oral Product,
AEMPS,694030,RxNorm,2231,cephalexin
AEMPS,694030,Strength,500 MG,
AEMPS,694030,Route,Oral Product,
AEMPS,694031,RxNorm,1514,betamethasone
AEMPS,694031,RxNorm,1596450,gentamicin
AEMPS,694031,Route,Topical Product,
AEMPS,694051,Strength,100 MG,
AEMPS,694051,RxNorm,28031,itraconazole
AEMPS,694051,Route,Oral Product,
AEMPS,694054,Strength,50000 UNT/ML,
AEMPS,694054,RxNorm,7984,penicillin V
AEMPS,694054,Route,Oral Product,
AEMPS,694091,RxNorm,10391,tetracaine
AEMPS,694091,RxNorm,1378,benzalkonium
AEMPS,694091,RxNorm,3264,dexamethasone
AEMPS,694091,RxNorm,35382,resorcinol
AEMPS,694091,Route,Oral Product,
AEMPS,694131,Strength,2 MG/ML,
AEMPS,694131,RxNorm,35780,ropivacaine
AEMPS,694131,Route,Injectable Product,
AEMPS,694133,RxNorm,10759,triamcinolone
AEMPS,694133,RxNorm,7299,neomycin
AEMPS,694133,RxNorm,7597,nystatin
AEMPS,694133,Route,Topical Product,
AEMPS,694141,RxNorm,10759,triamcinolone
AEMPS,694141,RxNorm,7299,neomycin
AEMPS,694141,RxNorm,7597,nystatin
AEMPS,694141,Route,Topical Product,
AEMPS,694216,Strength,150 MG,
AEMPS,694216,RxNorm,55672,rifabutin
AEMPS,694216,Route,Oral Product,
AEMPS,694261,RxNorm,6902,methylprednisolone
AEMPS,694266,Strength,0.8 MG/ML,
AEMPS,694266,RxNorm,77655,zoledronic acid
AEMPS,694266,Route,Injectable Product,
AEMPS,694269,Strength,10 MG/ML,
AEMPS,694269,RxNorm,35780,ropivacaine
AEMPS,694269,Route,Injectable Product,
AEMPS,694297,RxNorm,1356552,perampanel
AEMPS,694297,Strength,2 MG,
AEMPS,694297,Route,Oral Product,
AEMPS,694298,RxNorm,1356552,perampanel
AEMPS,694298,Strength,4 MG,
AEMPS,694298,Route,Oral Product,
AEMPS,694330,Strength,0.5 MG,
AEMPS,694330,RxNorm,73044,repaglinide
AEMPS,694330,Route,Oral Product,
AEMPS,694332,Strength,2 MG,
AEMPS,694332,RxNorm,73044,repaglinide
AEMPS,694332,Route,Oral Product,
AEMPS,694399,RxNorm,1148495,crizotinib
AEMPS,694399,Strength,250 MG,
AEMPS,694399,Route,Oral Product,
AEMPS,694404,Strength,3000 UNT,
AEMPS,694404,RxNorm,4249,factor IX
AEMPS,694404,Route,Injectable Product,
AEMPS,694413,RxNorm,39230,urapidil
AEMPS,694413,Strength,5 MG/ML,
AEMPS,694413,Route,Injectable Product,
AEMPS,694430,RxNorm,70167,lenograstim
AEMPS,694430,Route,Injectable Product,
AEMPS,694449,Strength,200 MG,
AEMPS,694449,RxNorm,53654,nevirapine
AEMPS,694449,Route,Oral Product,
AEMPS,694554,Strength,1 MG,
AEMPS,694554,RxNorm,26237,granisetron
AEMPS,694554,Route,Oral Product,
AEMPS,694570,RxNorm,21212,clarithromycin
AEMPS,694570,Strength,500 MG,
AEMPS,694570,Route,Injectable Product,
AEMPS,694596,Strength,20 MG,
AEMPS,694596,RxNorm,42463,pravastatin
AEMPS,694596,Route,Oral Product,
AEMPS,694661,RxNorm,1310594,polyethylene glycol 4000
AEMPS,694661,RxNorm,36676,sodium bicarbonate
AEMPS,694661,RxNorm,36709,sodium phosphate
AEMPS,694661,RxNorm,36721,sodium sulfate
AEMPS,694661,RxNorm,8516,polyethylene glycols
AEMPS,694661,RxNorm,8591,potassium chloride
AEMPS,694661,RxNorm,9863,sodium chloride
AEMPS,694661,Route,Oral Product,
AEMPS,694682,Strength,100 MG,
AEMPS,694682,RxNorm,28031,itraconazole
AEMPS,694682,Route,Oral Product,
AEMPS,694688,Strength,1000 MG,
AEMPS,694688,RxNorm,723,amoxicillin
AEMPS,694688,Route,Oral Product,
AEMPS,694734,Strength,500 MG,
AEMPS,694734,RxNorm,723,amoxicillin
AEMPS,694734,Route,Oral Product,
AEMPS,694754,RxNorm,48203,clavulanate
AEMPS,694754,RxDrug,617304,amoxicillin 250 MG / clavulanate 62.5 MG Chewable Tablet
AEMPS,694754,RxNorm,723,amoxicillin
AEMPS,694754,Route,Oral Product,
AEMPS,694760,Strength,10000 MG,
AEMPS,694760,RxNorm,6218,lactulose
AEMPS,694760,Route,Oral Product,
AEMPS,694799,Strength,3000 MG,
AEMPS,694799,RxNorm,4550,fosfomycin
AEMPS,694799,Route,Oral Product,
AEMPS,694919,RxNorm,236855,Lactobacillus bifidus
AEMPS,694919,RxNorm,6205,Lactobacillus acidophilus
AEMPS,694919,Route,Oral Product,
AEMPS,694943,Strength,200 MG,
AEMPS,694943,RxNorm,8703,fenofibrate
AEMPS,694943,Route,Oral Product,
AEMPS,694982,Strength,200 MG,
AEMPS,694982,RxNorm,25033,cefixime
AEMPS,694982,Route,Oral Product,
AEMPS,695032,RxNorm,1147320,brentuximab vedotin
AEMPS,695032,Strength,50 MG,
AEMPS,695032,Route,Injectable Product,
AEMPS,695064,Strength,1 MG,
AEMPS,695064,RxNorm,596,alprazolam
AEMPS,695064,Route,Oral Product,
AEMPS,695169,Strength,2 MG/ML,
AEMPS,695169,RxNorm,319864,cisatracurium
AEMPS,695169,Route,Injectable Product,
AEMPS,695174,Strength,2 MG/ML,
AEMPS,695174,RxNorm,319864,cisatracurium
AEMPS,695174,Route,Injectable Product,
AEMPS,695333,RxNorm,2194,cefuroxime
AEMPS,695333,Strength,500 MG,
AEMPS,695333,Route,Oral Product,
AEMPS,695335,Strength,500 MG,
AEMPS,695335,RxNorm,723,amoxicillin
AEMPS,695335,Route,Oral Product,
AEMPS,695364,Strength,100 MG,
AEMPS,695364,RxNorm,28031,itraconazole
AEMPS,695364,Route,Oral Product,
AEMPS,695395,Strength,1000 MG,
AEMPS,695395,RxNorm,52582,mesalamine
AEMPS,695395,Route,Rectal Product,
AEMPS,695435,Strength,100 MG,
AEMPS,695435,RxNorm,3640,doxycycline
AEMPS,695435,Route,Oral Product,
AEMPS,695565,Strength,100 MG,
AEMPS,695565,RxNorm,28031,itraconazole
AEMPS,695565,Route,Oral Product,
AEMPS,695606,Strength,500 MG,
AEMPS,695606,RxNorm,723,amoxicillin
AEMPS,695606,Route,Oral Product,
AEMPS,695631,RxNorm,2194,cefuroxime
AEMPS,695631,Strength,250 MG,
AEMPS,695631,Route,Oral Product,
AEMPS,695740,RxNorm,1232150,aflibercept
AEMPS,695740,Strength,4 MG/ML,
AEMPS,695740,Route,Ophthalmic Product,
AEMPS,695741,RxNorm,1232150,aflibercept
AEMPS,695741,Strength,40 MG/ML,
AEMPS,695741,Route,Ophthalmic Product,
AEMPS,695742,RxNorm,2597,clomipramine
AEMPS,695742,Strength,75 MG,
AEMPS,695742,Route,Oral Product,
AEMPS,695751,Strength,50 MG,
AEMPS,695751,RxNorm,7454,nitrofurantoin
AEMPS,695751,Route,Oral Product,
AEMPS,695753,Strength,400000 UNT,
AEMPS,695753,RxNorm,7984,penicillin V
AEMPS,695753,Route,Oral Product,
AEMPS,695757,Strength,1 MG,
AEMPS,695757,RxNorm,4256,factor VIIa
AEMPS,695757,Route,Injectable Product,
AEMPS,695758,Strength,2 MG,
AEMPS,695758,RxNorm,4256,factor VIIa
AEMPS,695758,Route,Injectable Product,
AEMPS,695760,RxNorm,4256,factor VIIa
AEMPS,695760,Strength,5 MG,
AEMPS,695760,Route,Injectable Product,
AEMPS,695778,Strength,20 MG/ML,
AEMPS,695778,RxNorm,51499,irinotecan
AEMPS,695778,Route,Injectable Product,
AEMPS,695809,Strength,100 UNT/ML,
AEMPS,695809,RxNorm,36118,salmon calcitonin
AEMPS,695809,Route,Injectable Product,
AEMPS,696005,Strength,10 MG,
AEMPS,696005,RxNorm,7052,morphine
AEMPS,696005,Route,Oral Product,
AEMPS,696013,Strength,30 MG,
AEMPS,696013,RxNorm,7052,morphine
AEMPS,696013,Route,Oral Product,
AEMPS,696120,Strength,12 MG,
AEMPS,696120,RxNorm,61148,somatropin
AEMPS,696120,Route,Injectable Product,
AEMPS,696148,Strength,3 MG/ML,
AEMPS,696148,RxNorm,625,ambroxol
AEMPS,696148,Route,Oral Product,
AEMPS,696161,Strength,0.2 MG/ML,
AEMPS,696161,RxNorm,5882,interferon gamma-1b
AEMPS,696161,Route,Injectable Product,
AEMPS,696336,Strength,25 MG/ML,
AEMPS,696336,RxNorm,6851,methotrexate
AEMPS,696336,Route,Injectable Product,
AEMPS,696492,Strength,100 UNT,
AEMPS,696492,RxNorm,36118,salmon calcitonin
AEMPS,696492,Route,Injectable Product,
AEMPS,696519,Strength,100 MG,
AEMPS,696519,RxNorm,37776,temozolomide
AEMPS,696519,Route,Oral Product,
AEMPS,696520,Strength,140 MG,
AEMPS,696520,RxNorm,37776,temozolomide
AEMPS,696520,Route,Oral Product,
AEMPS,696523,Strength,20 MG,
AEMPS,696523,RxNorm,37776,temozolomide
AEMPS,696523,Route,Oral Product,
AEMPS,696527,RxNorm,1300786,mirabegron
AEMPS,696527,Strength,50 MG,
AEMPS,696527,Route,Oral Product,
AEMPS,696567,Strength,100 UNT/ML,
AEMPS,696567,RxNorm,36118,salmon calcitonin
AEMPS,696567,Route,Injectable Product,
AEMPS,696607,Strength,0.04 MG/ML,
AEMPS,696607,RxNorm,77655,zoledronic acid
AEMPS,696607,Route,Injectable Product,
AEMPS,696648,Strength,10 MG,
AEMPS,696648,RxNorm,16738,racecadotril
AEMPS,696648,Route,Oral Product,
AEMPS,696649,RxNorm,16738,racecadotril
AEMPS,696649,Strength,30 MG,
AEMPS,696649,Route,Oral Product,
AEMPS,696675,Strength,3 MG/ML,
AEMPS,696675,RxNorm,3966,ephedrine
AEMPS,696675,Route,Injectable Product,
AEMPS,696687,Strength,0.5 MG,
AEMPS,696687,RxNorm,10582,levothyroxine
AEMPS,696687,Route,Injectable Product,
AEMPS,696768,Strength,500 MG,
AEMPS,696768,RxNorm,68099,famciclovir
AEMPS,696768,Route,Oral Product,
AEMPS,696815,Strength,15 MG,
AEMPS,696815,RxNorm,4917,nitroglycerin
AEMPS,696815,Route,Topical Product,
AEMPS,696862,Strength,24 MG,
AEMPS,696862,RxNorm,4637,galantamine
AEMPS,696862,Route,Oral Product,
AEMPS,696868,Strength,20000 UNT/ML,
AEMPS,696868,RxNorm,69646,tinzaparin
AEMPS,696868,Route,Injectable Product,
AEMPS,696907,Strength,13.5 MG,
AEMPS,696907,RxNorm,6373,levonorgestrel
AEMPS,696907,Route,Drug Implant Product,
AEMPS,696931,Strength,10 MG,
AEMPS,696931,RxNorm,8787,propranolol
AEMPS,696931,Route,Oral Product,
AEMPS,696932,Strength,40 MG,
AEMPS,696932,RxNorm,8787,propranolol
AEMPS,696932,Route,Oral Product,
AEMPS,696942,RxNorm,460132,darunavir
AEMPS,696942,Strength,800 MG,
AEMPS,696942,Route,Oral Product,
AEMPS,696947,RxNorm,1232150,aflibercept
AEMPS,696947,Strength,25 MG/ML,
AEMPS,696947,Route,Injectable Product,
AEMPS,696952,RxNorm,1232150,aflibercept
AEMPS,696952,Strength,25 MG/ML,
AEMPS,696952,Route,Injectable Product,
AEMPS,696971,Strength,1 MG,
AEMPS,696971,RxNorm,155046,pentosan polysulfate
AEMPS,696971,Route,Topical Product,
AEMPS,696989,Strength,1 MG,
AEMPS,696989,RxNorm,155046,pentosan polysulfate
AEMPS,696989,Route,Topical Product,
AEMPS,696997,Strength,2 MG,
AEMPS,696997,RxNorm,7455,nitrofurazone
AEMPS,696997,Route,Topical Product,
AEMPS,697090,RxNorm,2625,cloxacillin
AEMPS,697090,Strength,500 MG,
AEMPS,697090,Route,Oral Product,
AEMPS,697235,RxNorm,1298944,pertuzumab
AEMPS,697235,Strength,30 MG/ML,
AEMPS,697235,Route,Injectable Product,
AEMPS,697253,RxNorm,2382,proguanil
AEMPS,697253,RxNorm,60212,atovaquone
AEMPS,697253,RxDrug,864675,atovaquone 250 MG / proguanil hydrochloride 100 MG Oral Tablet
AEMPS,697253,Route,Oral Product,
AEMPS,697285,Strength,2 MG/ML,
AEMPS,697285,RxNorm,2551,ciprofloxacin
AEMPS,697285,Route,Injectable Product,
AEMPS,697286,Strength,2 MG/ML,
AEMPS,697286,RxNorm,2551,ciprofloxacin
AEMPS,697286,Route,Injectable Product,
AEMPS,697290,Strength,100 MG/ML,
AEMPS,697290,RxNorm,3041,cytarabine
AEMPS,697290,Route,Injectable Product,
AEMPS,697408,Strength,100 UNT/ML,
AEMPS,697408,RxNorm,1670007,insulin degludec
AEMPS,697408,Route,Injectable Product,
AEMPS,697422,Strength,100 MG,
AEMPS,697422,RxNorm,2626,clozapine
AEMPS,697422,Route,Oral Product,
AEMPS,697423,Strength,25 MG,
AEMPS,697423,RxNorm,2626,clozapine
AEMPS,697423,Route,Oral Product,
AEMPS,697442,Strength,10000 UNT/ML,
AEMPS,697442,RxNorm,69646,tinzaparin
AEMPS,697442,Route,Injectable Product,
AEMPS,697444,Strength,10000 UNT/ML,
AEMPS,697444,RxNorm,69646,tinzaparin
AEMPS,697444,Route,Injectable Product,
AEMPS,697445,Strength,10000 UNT/ML,
AEMPS,697445,RxNorm,69646,tinzaparin
AEMPS,697445,Route,Injectable Product,
AEMPS,697446,Strength,10000 UNT/ML,
AEMPS,697446,RxNorm,69646,tinzaparin
AEMPS,697446,Route,Injectable Product,
AEMPS,697491,RxNorm,10379,testosterone
AEMPS,697491,Strength,250 MG/ML,
AEMPS,697491,Route,Injectable Product,
AEMPS,697589,Strength,250 MG,
AEMPS,697589,RxNorm,4053,erythromycin
AEMPS,697589,Route,Oral Product,
AEMPS,697619,Strength,2 MG/ML,
AEMPS,697619,RxNorm,3995,epirubicin
AEMPS,697619,Route,Injectable Product,
AEMPS,697757,Strength,150 MG,
AEMPS,697757,RxNorm,194000,capecitabine
AEMPS,697757,Route,Oral Product,
AEMPS,697763,RxNorm,194000,capecitabine
AEMPS,697763,Strength,300 MG,
AEMPS,697763,Route,Oral Product,
AEMPS,697764,RxNorm,194000,capecitabine
